"","co_owned","southj","centralj","pa1","pa2","wage_st","hrsopen","wage_st2","hrsopen2","emptot","emptot2","nj","pa","bk","kfc","roys","wendys","pmeal","pmeal2","closed"
"1",0,0,0,1,0,NA,16.5,4.30000019073486,16.5,40.5,24,0,1,1,0,0,0,2.57999992370605,NA,0
"2",0,0,0,1,0,NA,13,4.44999980926514,13,13.75,11.5,0,1,0,1,0,0,4.25999975204468,4.25,0
"3",1,0,0,1,0,NA,10,5,11,8.5,10.5,0,1,0,1,0,0,4.01999998092651,4.01999998092651,0
"4",1,0,0,1,0,5,12,5.25,12,34,20,0,1,0,0,0,1,3.48000001907349,2.57999992370605,0
"5",1,0,0,1,0,5.5,12,4.75,12,24,35.5,0,1,0,0,0,1,3.28999996185303,2.79999995231628,0
"6",1,0,0,1,0,5,12,NA,12,20.5,NA,0,1,0,0,0,1,2.58999991416931,NA,0
"7",0,0,0,0,1,5,18,4.75,18,70.5,29,0,1,1,0,0,0,2.85999989509583,2.83999991416931,0
"8",0,0,0,0,1,5,24,5,24,23.5,36.5,0,1,1,0,0,0,2.84999990463257,2.8899998664856,0
"9",1,0,0,0,1,5.25,10,5,11,11,11,0,1,0,1,0,0,3.77999997138977,4.09999990463257,0
"10",1,0,0,1,0,5,10,5,10.5,9,8.5,0,1,0,1,0,0,3.99000000953674,3.94999980926514,0
"11",1,0,0,0,1,5,12.5,4.75,12,15.5,17.5,0,1,0,0,1,0,3.17000007629395,2.90999984741211,0
"12",0,0,0,0,1,5,18,5,18,58,29,0,1,1,0,0,0,2.83999991416931,2.67000007629395,0
"13",0,0,0,0,1,5,18,4.5,18,26.5,30.5,0,1,1,0,0,0,2.59999990463257,2.59999990463257,0
"14",0,0,0,0,1,5.5,18,4.75,18,28.5,26,0,1,1,0,0,0,2.75,2.80999994277954,0
"15",0,0,0,0,1,5,12.5,4.5,13,13.5,18,0,1,1,0,0,0,3.11999988555908,2.97000002861023,0
"16",1,0,0,0,1,5.25,10,5,11,16.75,20,0,1,0,1,0,0,4.21999979019165,4,0
"17",1,0,0,0,1,5,10,4.75,11,9.5,13.5,0,1,0,1,0,0,3.99000000953674,4.01999998092651,0
"18",1,0,0,0,1,5,11.5,4.75,11,15,19,0,1,0,0,1,0,2.97000002861023,3,0
"19",0,0,0,0,1,5,16,4.75,15,29.5,15.5,0,1,0,0,1,0,2.84999990463257,2.96000003814697,0
"20",0,0,0,0,1,5,14,4.25,11.5,18.5,14.5,0,1,0,0,1,0,3,3.0699999332428,0
"21",1,0,0,0,1,5,16,5,16,20.25,14,0,1,0,0,1,0,3.10999989509583,3.0699999332428,0
"22",1,0,0,1,0,5,16,4.90000009536743,16,36,19,0,1,0,0,1,0,3.96000003814697,2.86999988555908,0
"23",0,0,0,0,1,5,15,5,16,21,21,0,1,0,0,1,0,3,2.98000001907349,0
"24",1,0,0,0,1,5,16,4.75,16,20.5,18,0,1,0,0,1,0,2.67999982833862,2.90999984741211,0
"25",1,0,0,0,1,5,12,5,12,19,20.5,0,1,0,0,0,1,3.33999991416931,2.52999997138977,0
"26",1,0,0,0,1,5,16,4.25,15.5,14,13.5,0,1,0,0,1,0,3.15999984741211,2.95000004768372,0
"27",1,0,0,0,1,5,16,4.75,16,19,17.5,0,1,0,0,1,0,3.14999985694885,2.96000003814697,0
"28",0,0,0,1,0,4.25,16.5,4.25,16.5,32.5,25.5,0,1,1,0,0,0,2.65999984741211,2.6800000667572,0
"29",0,0,0,1,0,4.25,17.5,NA,16.5,19,15.5,0,1,1,0,0,0,2.27999997138977,NA,0
"30",0,0,0,1,0,4.25,16.5,4.25,17.5,27,25.5,0,1,1,0,0,0,2.59999990463257,2.67000007629395,0
"31",0,0,0,1,0,4.25,16.5,4.25,17.5,19.5,27,0,1,1,0,0,0,2.65000009536743,2.63000011444092,0
"32",0,0,0,1,0,4.5,16.5,4.25,16.5,24,16,0,1,1,0,0,0,2.67000007629395,NA,0
"33",0,0,0,1,0,4.25,16,4.25,17.5,18,19,0,1,1,0,0,0,2.67000007629395,2.59000015258789,0
"34",0,0,0,1,0,4.5,17,4.25,18,NA,24.5,0,1,1,0,0,0,2.76999998092651,2.76999998092651,0
"35",0,0,0,1,0,4.25,14,4.38000011444092,14,19,25,0,1,1,0,0,0,2.48000001907349,2.64000010490417,0
"36",0,0,0,1,0,4.5,12,4.75,13,14,17,0,1,0,1,0,0,5.40000009536743,4.25,0
"37",0,0,0,1,0,4.25,13,4.25,13,10.5,16.5,0,1,0,1,0,0,4.25,4.23999977111816,0
"38",1,0,0,1,0,4.67000007629395,12,4.5,12,38,20,0,1,0,0,0,1,2.55999994277954,2.69000005722046,0
"39",1,0,0,1,0,4.75,12,4.5,12,23.5,18,0,1,0,0,0,1,2.65000009536743,2.8199999332428,0
"40",0,0,0,1,0,4.25,10.5,4.25,10.5,10.5,12,0,1,0,0,0,1,2.6100001335144,2.71000003814697,0
"41",0,0,0,1,0,4.25,11.5,4.25,12,25,25,0,1,0,0,0,1,2.53999996185303,2.6800000667572,0
"42",1,0,0,0,1,4.75,10,4.25,11,11,11,0,1,0,1,0,0,4.01999998092651,4.31999969482422,0
"43",0,0,0,1,0,4.25,15,4.25,16,36.5,27,0,1,1,0,0,0,2.5,2.39000010490417,0
"44",0,0,0,1,0,4.5,16,5.05000019073486,16,52.5,34,0,1,1,0,0,0,2.47000002861023,2.47000002861023,0
"45",0,0,0,1,0,4.25,16,NA,16,29,25,0,1,1,0,0,0,2.48000001907349,2.42000007629395,0
"46",0,0,0,1,0,4.25,16,4.25,16,45,37.5,0,1,1,0,0,0,NA,2.54999995231628,0
"47",0,0,0,1,0,4.25,15.5,4.25,15.5,22.75,21,0,1,1,0,0,0,2.49000000953674,2.47000002861023,0
"48",0,0,0,1,0,4.25,8,4.25,9,7.5,9.5,0,1,0,1,0,0,4.28000020980835,4.22000026702881,0
"49",0,0,0,1,0,4.25,11.5,NA,11.5,15.5,18,0,1,0,0,0,1,3.69000005722046,3.59999990463257,0
"50",0,0,0,1,0,4.25,11.5,4.25,11.5,38,18,0,1,0,0,0,1,2.5,3.60999989509583,0
"51",0,0,0,1,0,4.25,11.5,4.34999990463257,11.5,17.5,19,0,1,0,0,0,1,3.48000001907349,3.60999989509583,0
"52",0,0,0,1,0,4.25,12.5,4.5,11.5,25,31.5,0,1,0,0,0,1,2.52999997138977,NA,0
"53",0,0,0,0,1,4.5,18,5,18,NA,23,0,1,1,0,0,0,2.80999994277954,2.72000002861023,0
"54",0,0,0,0,1,4.75,18,4.5,18,21,24.5,0,1,1,0,0,0,2.72000002861023,2.65999984741211,0
"55",0,0,0,0,1,4.86999988555908,18,5,18,15.5,27.5,0,1,1,0,0,0,NA,2.53999996185303,0
"56",0,0,0,0,1,4.75,16.5,4.75,18,15.5,34.5,0,1,1,0,0,0,2.63000011444092,2.6100001335144,0
"57",1,0,0,0,1,4.5,10,5,11,8.5,14,0,1,0,1,0,0,4.19999980926514,4.30999994277954,0
"58",1,0,0,0,1,4.25,16,4.34999990463257,15,18,15,0,1,0,0,1,0,2.8899998664856,2.90999984741211,0
"59",0,0,0,0,1,4.75,11.5,NA,11.5,20.75,23,0,1,0,0,0,1,2.6800000667572,NA,0
"60",0,0,0,0,1,4.25,18,4.25,18,39,26.5,0,1,1,0,0,0,2.72000002861023,2.74000000953674,0
"61",0,0,0,0,1,4.25,16.5,4.90000009536743,17,41.5,23.5,0,1,1,0,0,0,2.9300000667572,2.71000003814697,0
"62",0,0,0,0,1,4.75,17,4.5,17,22.5,35.5,0,1,1,0,0,0,2.72000002861023,2.67000007629395,0
"63",0,0,0,0,1,4.5,15,4.5,15,32,21,0,1,1,0,0,0,2.80999994277954,2.85999989509583,0
"64",0,0,0,1,0,4.25,18,4.75,18,24,23,0,1,1,0,0,0,2.65000009536743,2.98000001907349,0
"65",0,0,0,0,1,4.25,16.5,6.25,17,26,20,0,1,1,0,0,0,2.74000000953674,2.69000005722046,0
"66",0,0,0,1,0,4.5,19,4.34999990463257,18,48.5,27,0,1,1,0,0,0,2.74000000953674,2.79999995231628,0
"67",1,0,0,0,1,4.5,10,4.5,11,8.5,13,0,1,0,1,0,0,4.01999998092651,4.05999994277954,0
"68",0,0,0,0,1,4.5,13,NA,NA,18.5,0,0,1,0,0,1,0,2.90999984741211,NA,1
"69",1,0,0,0,1,4.5,12.5,4.5,12.5,13,13.5,0,1,0,0,1,0,3.09999990463257,3.26999998092651,0
"70",1,0,0,0,1,4.5,12,NA,12,22.5,NA,0,1,0,0,0,1,2.58999991416931,2.70000004768372,0
"71",1,0,0,0,1,4.75,12,5,12,28,26.75,0,1,0,0,0,1,2.59999990463257,2.72000002861023,0
"72",0,0,0,0,1,4.25,16.5,4.75,18,24.5,43.5,0,1,1,0,0,0,2.61999988555908,2.84999990463257,0
"73",0,0,0,0,1,4.75,16.5,4.5,18,18.5,41.25,0,1,1,0,0,0,2.72000002861023,2.80999994277954,0
"74",1,0,0,0,1,4.25,16,NA,15,23.5,14.25,0,1,0,0,1,0,3.00999999046326,NA,0
"75",1,0,0,0,1,4.75,16.5,4.75,15,15,12.5,0,1,0,0,1,0,2.97000002861023,2.90999984741211,0
"76",0,0,0,0,1,4.5,16,4.25,16,18,34,0,1,0,0,1,0,2.77999997138977,2.94999980926514,0
"77",1,0,0,0,1,4.75,16,4.90999984741211,14,20.25,10,0,1,0,0,1,0,3.00999999046326,2.84999990463257,0
"78",0,0,0,1,0,4.25,16.5,4.40000009536743,16,15.5,14,0,1,1,0,0,0,NA,2.1399998664856,0
"79",0,0,0,1,0,4.34999990463257,16,4.25,16,21,17.5,0,1,1,0,0,0,2.80999994277954,2.69000005722046,0
"80",0,0,1,0,0,NA,16,5.05000019073486,16,15,27,1,0,1,0,0,0,3.00999999046326,2.92999982833862,0
"81",0,0,1,0,0,NA,14.5,5.05000019073486,14,15,21.5,1,0,1,0,0,0,3.01999998092651,2.99000000953674,0
"82",0,0,1,0,0,NA,12.5,5.05000019073486,11.5,24,23,1,0,0,0,1,0,NA,3.26999998092651,0
"83",1,0,0,0,0,NA,11.5,5.05000019073486,11.5,19.25,21.5,1,0,0,0,1,0,3.25,3.16000008583069,0
"84",0,0,0,0,0,NA,17,5.05000019073486,17,21.5,34.5,1,0,1,0,0,0,2.83999991416931,2.94999980926514,0
"85",0,0,0,0,0,NA,11,5.05000019073486,11,9.5,10.5,1,0,0,1,0,0,4.03999996185303,4.34000015258789,0
"86",0,0,0,0,0,NA,12,5.05000019073486,12,44,16.5,1,0,0,0,0,1,3.0699999332428,3.00999999046326,0
"87",0,0,0,0,0,NA,16,5.05000019073486,16,NA,23,1,0,1,0,0,0,2.99000000953674,2.79999995231628,0
"88",0,0,0,0,0,NA,17,5.05000019073486,18,21,38,1,0,1,0,0,0,3.25999975204468,3.09999990463257,0
"89",0,1,0,0,0,NA,16,5.25,15,28,36,1,0,0,0,0,1,2.98000001907349,2.90000009536743,0
"90",0,1,0,0,0,NA,14,NA,14,10,16,1,0,0,0,0,1,2.65000009536743,3.96000003814697,0
"91",0,0,0,0,0,NA,16,5.05000019073486,16,20.5,20.5,1,0,1,0,0,0,2.96000003814697,2.92999982833862,0
"92",1,0,0,0,0,NA,17,5.05000019073486,18,25.5,19,1,0,0,0,1,0,NA,3.21000003814697,0
"93",0,0,0,0,0,NA,11.5,5.05000019073486,11.5,19,53,1,0,0,0,0,1,2.88000011444092,3.00999999046326,0
"94",0,1,0,0,0,NA,16,5.05000019073486,16,16.5,16.5,1,0,1,0,0,0,2.73000001907349,2.75999999046326,0
"95",1,1,0,0,0,NA,17,5.05000019073486,17,17,16.5,1,0,1,0,0,0,2.90000009536743,2.92999982833862,0
"96",1,0,0,0,0,NA,19,5.05000019073486,18.5,27.5,45,1,0,1,0,0,0,3.15000009536743,3.14999985694885,0
"97",1,0,1,0,0,5,7,5.05000019073486,8,5,8,1,0,0,0,1,0,4.71999979019165,4.34999990463257,0
"98",0,0,1,0,0,5.11999988555908,11,5.05000019073486,11,16,15.5,1,0,0,1,0,0,4.40000009536743,4.58999967575073,0
"99",0,0,0,0,0,5.55999994277954,16,5.05000019073486,16,41.5,24,1,0,1,0,0,0,2.95000004768372,2.8899998664856,0
"100",1,0,1,0,0,5,10,5.05000019073486,10,13,7.5,1,0,0,1,0,0,4.25,4.42000007629395,0
"101",0,0,0,0,0,5,10,5.05000019073486,10,10,7.5,1,0,0,1,0,0,4.64999961853027,4.55000019073486,0
"102",0,0,1,0,0,5.25,11,5.05000019073486,12.5,15,18.5,1,0,0,1,0,0,4.64999961853027,4.69000005722046,0
"103",0,0,0,0,0,5,17,5.05000019073486,17,26,16.5,1,0,0,0,1,0,3.03999996185303,3.21999979019165,0
"104",0,0,1,0,0,5.5,13,5.05000019073486,12.5,18,33.5,1,0,0,0,0,1,4.5,3.02999997138977,0
"105",0,0,0,0,0,5,19,5.05000019073486,19,35,37,1,0,0,0,1,0,3.42000007629395,3.16999983787537,0
"106",1,0,0,0,0,5,17,5.05000019073486,16,21,18,1,0,0,0,1,0,3.15999984741211,3.17000007629395,0
"107",0,0,0,0,0,5,12,5.05000019073486,11.5,34.5,26.5,1,0,0,0,0,1,3.09999990463257,4.15999984741211,0
"108",0,0,0,0,0,5,13.5,5.05000019073486,13.5,18.25,33,1,0,0,0,0,1,3.14999985694885,3.1399998664856,0
"109",0,0,0,0,0,5,13.5,5.05000019073486,14,24.5,NA,1,0,0,0,0,1,4.17000007629395,2.99000000953674,0
"110",0,0,1,0,0,5.5,12.5,5.05000019073486,12.5,20,20.5,1,0,1,0,0,0,3.15999984741211,3.17000007629395,0
"111",1,0,1,0,0,5,16,5.5,16,16,24.5,1,0,1,0,0,0,3.07999992370605,3.17000007629395,0
"112",0,0,1,0,0,5,10,5.05000019073486,10,17.5,16,1,0,0,1,0,0,4.42000007629395,4.36999988555908,0
"113",0,0,0,0,0,5,11.5,5.05000019073486,12.5,20.5,NA,1,0,0,0,0,1,2.71000003814697,3.14999985694885,0
"114",0,0,0,0,0,5,14,5.05000019073486,12.5,20,23.5,1,0,0,0,0,1,3.09999990463257,4.26999998092651,0
"115",1,0,1,0,0,5,11,5.05000019073486,11,12.25,13,1,0,0,1,0,0,4.25,4.15999984741211,0
"116",0,0,1,0,0,5.25,16,5.05000019073486,16,33,20,1,0,0,0,1,0,2.84000015258789,3,0
"117",0,0,1,0,0,5.5,17,5.05000019073486,15,31.5,22,1,0,0,0,1,0,3.17999982833862,3.21000003814697,0
"118",0,0,1,0,0,5.5,12.5,5.5,12,NA,28.5,1,0,0,0,0,1,2.96000003814697,NA,0
"119",0,0,1,0,0,5.36999988555908,11.5,NA,NA,18,NA,1,0,0,0,0,1,2.96000003814697,NA,0
"120",0,0,1,0,0,5.05000019073486,12.5,5.05000019073486,12.5,28,25.5,1,0,0,0,0,1,2.8199999332428,3.1399998664856,0
"121",0,0,0,0,0,5,16,5.28000020980835,16,16.5,18,1,0,1,0,0,0,2.96000003814697,2.96000003814697,0
"122",0,0,0,0,0,5.11999988555908,14,5.25,14,14.75,9,1,0,1,0,0,0,2.96000003814697,2.95000004768372,0
"123",0,0,0,0,0,5.25,17,5.05000019073486,17,23.5,26.5,1,0,1,0,0,0,2.96000003814697,2.92999982833862,0
"124",0,0,0,0,0,5,15,NA,NA,10,0,1,0,1,0,0,0,2.94000005722046,NA,1
"125",0,0,0,0,0,5.11999988555908,15,5.05000019073486,15,46.5,23.75,1,0,1,0,0,0,3.1399998664856,3.03999996185303,0
"126",0,0,0,0,0,5,12,5.5,11,15.5,18,1,0,0,1,0,0,4.09999990463257,4.25,0
"127",1,0,0,0,0,5,17,5.05000019073486,17,24.5,36,1,0,0,0,1,0,3.19999980926514,3.21999979019165,0
"128",1,0,0,0,0,5,16.5,5.05000019073486,15,24,21,1,0,0,0,1,0,3.32999992370605,NA,0
"129",1,0,0,0,0,5,19,5.05000019073486,17,23,15.5,1,0,0,0,1,0,3.19999980926514,3.21999979019165,0
"130",0,0,0,0,0,5,12.5,5.05000019073486,12.5,28,22.5,1,0,0,0,0,1,3.00999975204468,3.07999992370605,0
"131",1,0,0,0,0,5,16,5.05000019073486,16,32.5,27,1,0,1,0,0,0,3.07999992370605,3.21000003814697,0
"132",1,0,0,0,0,5,16,5.05000019073486,16,23,34,1,0,1,0,0,0,3.20000004768372,3.57999992370605,0
"133",0,0,0,0,0,5.61999988555908,15,5.05000019073486,15,17,16.75,1,0,0,0,1,0,3.26999998092651,3.21999979019165,0
"134",1,0,0,0,0,5,16,5.05000019073486,15,30,26,1,0,0,0,1,0,3.15000009536743,3.79999995231628,0
"135",1,0,0,0,0,5,11.5,5.05000019073486,12.5,21.5,18,1,0,0,0,0,1,2.85999989509583,4.00999975204468,0
"136",0,0,0,0,0,5,17,5.05000019073486,17,32,20.5,1,0,1,0,0,0,2.76999998092651,2.94999980926514,0
"137",0,0,0,0,0,5,16,5.05000019073486,16,8,15,1,0,1,0,0,0,NA,2.62999987602234,0
"138",1,0,0,0,0,5.09999990463257,17,5.05000019073486,17,35.5,25.5,1,0,0,0,1,0,3.25999975204468,3.15000009536743,0
"139",0,0,0,0,0,5,16,5.05000019073486,16,31.5,NA,1,0,0,0,1,0,3.19999980926514,3.25,0
"140",1,0,0,0,0,5.25,17,5.05000019073486,16,33,20,1,0,0,0,1,0,3.17999982833862,3.21999979019165,0
"141",0,0,0,0,0,5.5,13.5,5.05000019073486,13,22,18,1,0,0,0,1,0,3.24000000953674,3.26999998092651,0
"142",0,1,0,0,0,5,14.5,5.05000019073486,14.5,23,26.5,1,0,1,0,0,0,2.72000002861023,NA,0
"143",1,1,0,0,0,5,15,5.05000019073486,15,23,23.25,1,0,1,0,0,0,2.72000002861023,2.55999994277954,0
"144",1,1,0,0,0,5,11,5.05000019073486,12,8.5,10.5,1,0,0,1,0,0,4.15000009536743,3.90999984741211,0
"145",1,1,0,0,0,5.05000019073486,11,5.25,12,12.5,12,1,0,0,1,0,0,4.02999973297119,3.99000000953674,0
"146",1,1,0,0,0,5.5,10,5.05000019073486,11,9.5,9.5,1,0,0,1,0,0,3.99000000953674,NA,0
"147",1,1,0,0,0,5,10.5,5.05000019073486,12,13,15.5,1,0,0,1,0,0,3.88000011444092,4,0
"148",1,0,0,0,0,5.30000019073486,16,5.05000019073486,16,17,14.5,1,0,1,0,0,0,3.01999998092651,2.99000000953674,0
"149",1,0,0,0,0,5,11.5,5.05000019073486,11.5,9,14,1,0,0,1,0,0,4.25,4.21000003814697,0
"150",1,0,0,0,0,5,10.5,5.05000019073486,10.5,19,6.5,1,0,0,1,0,0,4.25,4.09999990463257,0
"151",0,1,0,0,0,5,12,5.05000019073486,11,11.5,10,1,0,0,1,0,0,4.36999988555908,4.32000017166138,0
"152",0,1,0,0,0,5,12.5,5.05000019073486,12,13,11.5,1,0,0,1,0,0,4.42000007629395,4.32000017166138,0
"153",0,1,0,0,0,5.25,24,5.05000019073486,24,48,46.5,1,0,0,0,1,0,NA,3.3199999332428,0
"154",1,1,0,0,0,5.15000009536743,24,5.05000019073486,24,45.5,26.5,1,0,0,0,1,0,NA,NA,0
"155",0,1,0,0,0,5.42000007629395,15.5,5.67000007629395,14.5,15,16,1,0,0,0,0,1,2.8199999332428,2.99000000953674,0
"156",0,1,0,0,0,5,12.5,5.05000019073486,12.5,18,13,1,0,1,0,0,0,2.73000001907349,2.65000009536743,0
"157",1,1,0,0,0,5,16,5.05000019073486,15,21,14,1,0,0,0,1,0,2.98000001907349,2.96000003814697,0
"158",0,1,0,0,0,5.05999994277954,10.5,5.05000019073486,10.5,20.5,15.5,1,0,0,0,0,1,2.75999999046326,2.78999996185303,0
"159",0,1,0,0,0,5.05000019073486,11.5,5.05000019073486,11.5,20.5,18,1,0,0,0,0,1,2.80999994277954,2.90000009536743,0
"160",0,0,0,0,0,5,11.5,5.25,12.5,17.5,27,1,0,0,0,0,1,2.75999999046326,4.19000005722046,0
"161",0,0,0,0,0,5,16,5.25,16,27.5,27,1,0,1,0,0,0,3.02999997138977,NA,0
"162",1,0,0,0,0,5,15.5,5.05000019073486,15.5,24,29.5,1,0,1,0,0,0,2.99000000953674,3.05999994277954,0
"163",0,0,0,0,0,5.25,15,5.5,15,34,16.5,1,0,1,0,0,0,NA,3,0
"164",1,0,0,0,0,5,18.5,5.05000019073486,19,18,31.5,1,0,1,0,0,0,3.16000008583069,3.0699999332428,0
"165",0,0,0,0,0,5,16.5,5.05000019073486,16.5,24,27.5,1,0,1,0,0,0,3.53999996185303,3.69000005722046,0
"166",1,0,0,0,0,5.05000019073486,18,5.05000019073486,16,NA,25.5,1,0,0,0,1,0,3.26999998092651,3.21999979019165,0
"167",1,0,0,0,0,5,11.5,5.5,12.5,33.5,32,1,0,0,0,0,1,NA,3.76999998092651,0
"168",1,0,0,0,0,5.75,10.5,5.5,10.5,12,14.5,1,0,0,0,0,1,3.71999979019165,4.52999973297119,0
"169",0,0,0,0,0,5,15,5.05000019073486,15,35,10.5,1,0,1,0,0,0,3.00999999046326,3.1399998664856,0
"170",0,0,1,0,0,4.5,16,5.05000019073486,16,35,44,1,0,1,0,0,0,2.6100001335144,2.74000000953674,0
"171",0,0,1,0,0,4.75,14,5.25,15,16,15.5,1,0,1,0,0,0,2.92999982833862,3,0
"172",0,0,1,0,0,4.25,10,5.05000019073486,11,15.5,10.5,1,0,0,1,0,0,5.09999990463257,4.73999977111816,0
"173",0,0,1,0,0,4.75,12.5,5.05000019073486,13.5,19,24,1,0,0,0,1,0,4.19000005722046,3.48000001907349,0
"174",0,0,1,0,0,4.5,17,5.15000009536743,17,24,29,1,0,0,0,1,0,NA,2.92999982833862,0
"175",0,0,1,0,0,4.80000019073486,12,5.05000019073486,13,NA,30.5,1,0,0,0,0,1,4.21000003814697,2.96000003814697,0
"176",0,0,1,0,0,4.36999988555908,16,5.05000019073486,16,36,20,1,0,1,0,0,0,2.55999994277954,3.03999996185303,0
"177",0,0,1,0,0,4.25,16,5.05000019073486,16,29,26.5,1,0,1,0,0,0,2.74000000953674,2.75,0
"178",0,0,1,0,0,4.25,16,5.05000019073486,16,29,27,1,0,1,0,0,0,2.89000010490417,2.85999989509583,0
"179",0,0,1,0,0,4.36999988555908,16,5.05000019073486,16,21.25,26.5,1,0,1,0,0,0,2.75,2.86999988555908,0
"180",0,0,1,0,0,4.5,10,5,11,15.5,10.5,1,0,0,1,0,0,4.67000007629395,4.69999980926514,0
"181",0,0,1,0,0,4.59999990463257,17,5.05000019073486,17,19.5,18,1,0,0,0,1,0,2.95000004768372,4.05999994277954,0
"182",0,0,1,0,0,4.5,17,5.05000019073486,17,21,18.5,1,0,0,0,1,0,NA,3,0
"183",0,0,1,0,0,4.36999988555908,17,5.05000019073486,17,14,25.5,1,0,0,0,1,0,4.07999992370605,2.94000005722046,0
"184",0,0,1,0,0,4.25,17,5.05000019073486,17,30.5,32,1,0,0,0,1,0,NA,2.67999982833862,0
"185",0,1,0,0,0,4.25,16,5.05000019073486,16,23.5,33,1,0,1,0,0,0,2.8899998664856,2.92000007629395,0
"186",0,1,0,0,0,4.44999980926514,10.5,5.05000019073486,10,14,7.5,1,0,0,1,0,0,3.99000000953674,4.30999994277954,0
"187",0,1,0,0,0,4.34999990463257,16,5.05000019073486,15,14.5,12.5,1,0,0,0,1,0,2.84999990463257,3.03999996185303,0
"188",0,0,0,0,0,4.5,16,5.05000019073486,16.5,15.5,24,1,0,1,0,0,0,2.96000003814697,2.92999982833862,0
"189",0,0,1,0,0,4.75,16,5.05000019073486,NA,26.5,29,1,0,1,0,0,0,3.01999998092651,2.99000000953674,0
"190",0,0,0,0,0,4.5,10,NA,10,8,10,1,0,0,1,0,0,4.78999996185303,NA,0
"191",0,0,0,0,0,4.5,11,5.05000019073486,11,5.5,9.5,1,0,0,1,0,0,4.63000011444092,4.73999977111816,0
"192",0,0,0,0,0,4.5,11.5,5.05000019073486,11.5,23.25,17.5,1,0,0,0,1,0,3.19999980926514,4.6100001335144,0
"193",1,0,0,0,0,4.94999980926514,11.5,5.05000019073486,11.5,15.5,17.5,1,0,0,0,1,0,3.19999980926514,3.05999994277954,0
"194",0,0,0,0,0,4.5,11.5,5.05000019073486,11.5,32.25,25,1,0,0,0,0,1,4.03999996185303,NA,0
"195",0,0,1,0,0,4.25,17,5.05000019073486,17.5,30,26,1,0,1,0,0,0,2.98000001907349,2.55999994277954,0
"196",1,0,0,0,0,4.25,18,5.05000019073486,18,NA,24,1,0,1,0,0,0,3.24000000953674,3.21000003814697,0
"197",0,0,0,0,0,4.5,16,5.05000019073486,16,30.5,22.5,1,0,1,0,0,0,2.96000003814697,2.94999980926514,0
"198",0,0,0,0,0,4.80000019073486,15.5,5.05000019073486,NA,14,NA,1,0,1,0,0,0,3.01999998092651,NA,0
"199",0,0,0,0,0,4.25,17,5.05000019073486,17,27,35,1,0,1,0,0,0,2.96000003814697,2.94999980926514,0
"200",0,0,0,0,0,4.5,13.5,5.05000019073486,13.5,18.5,17.75,1,0,1,0,0,0,3.39999985694885,3.59000015258789,0
"201",0,0,0,0,0,4.25,17,5.05000019073486,17,38,24.5,1,0,1,0,0,0,3.1100001335144,2.94999980926514,0
"202",0,0,0,0,0,4.25,18,5.05000019073486,18,16.5,16.5,1,0,1,0,0,0,3.0699999332428,3.26999998092651,0
"203",0,0,0,0,0,4.5,16,5.05000019073486,16,50,30,1,0,1,0,0,0,3.02999997138977,3.00999999046326,0
"204",0,0,0,0,0,4.75,17,5.05000019073486,17,20.5,39,1,0,1,0,0,0,2.96000003814697,2.94999980926514,0
"205",0,0,0,0,0,4.25,12,5.05000019073486,11,6.5,17,1,0,0,1,0,0,4.56999969482422,4.52999973297119,0
"206",0,0,0,0,0,4.25,11,5.05000019073486,11,13.5,12.5,1,0,0,1,0,0,5.21000003814697,5.06999969482422,0
"207",1,0,0,0,0,4.25,17,5.05000019073486,16.5,28,38.5,1,0,0,0,1,0,3.15999984741211,3.21999979019165,0
"208",1,0,0,0,0,4.5,17,5.05000019073486,16,21.5,20,1,0,0,0,1,0,3.25,3.21999979019165,0
"209",0,0,0,0,0,4.25,11.5,5.05000019073486,12.5,NA,21,1,0,0,0,0,1,3.09999990463257,3.09000015258789,0
"210",0,0,1,0,0,4.5,16,5.05000019073486,16,24,32,1,0,1,0,0,0,2.79999995231628,2.8899998664856,0
"211",0,0,1,0,0,4.25,15,5.05000019073486,15,20.5,19,1,0,1,0,0,0,3.09999990463257,3.1399998664856,0
"212",0,0,1,0,0,4.5,15,5.05000019073486,15,NA,20,1,0,1,0,0,0,2.94000005722046,3.02999997138977,0
